# in-window irreducibles of odd degree over F_{3^11}
# f = T^n + g monic irreducible, deg g <= floor(n/2).
# carrier F3 means g has F_3 coefficients; since 11 is prime and
# 11 does not divide n, such an f stays irreducible over F_{3^11}.
# g is stored as the base-3 digit string of its coefficient vector
# (low degree first; 11 trits per F_{3^11} coefficient), packed
# into one integer and printed in hex.
# n|carrier|tail_base3_hex|tries|seconds
1053|F3|0x2dccc6cb432a5f78694eea6538d0f93812acc4389abd132cc72386ad37cf7d2b0d383331a22137a98e2fb51344ea134edc91a73c08be213513f96e60ec58d97682cf6fc141bc1296210fd676928d1d74500ae1db8dd25b98912f851eae0875bf7e6bbbbc6b90d049e|368|10.1
1055|F3|0x16fbe9a7aa423cb0a569060ff3561216e099ff86a8715b72920f55018b552a4c108663d6f0dd52624585681931c1ef3666487c7abdad2f3a4e698c14b5476332f1319394d93512a3ab55361ed825cc8847a9ef26e4cf30d4761b4e023bca2a9418bda2fcc23ea4848a|70|3.4
1057|F3|0x424e5d89d50d967342d25504a245b2aaa0bc15a85f327733f6db7c91bc65de4aa14a3b2b3f5da2eface4c827baacd32204884dc6ae90c40d574b4b6a34312c308d6c1c4ddbbe6ce73fe4d12cbc1a6d8f9d362190e118cb622d2cc1a42963c217d7db046692651eab4d|1326|35.7
1059|F3|0x1990815bf95b5e16d98289cfebcccf07e4c23e6751925adaa41f666e14364e2e9e99460add6d7c8e955a3256aabbb107650cac757b159cb640d66e86254520af0de9fd597cbf9b4526a8147f3eb23d7f04206bace29e4560ce96d73a08ff70194a0f3f680e1fcf63b5|1192|36.1
1061|F3|0x1dc80a5ebce8a4165724f471cc4c38cd7e962a5829a1ad0aec98bcf71340ba1ca7d5444cb238484b039119ac58c4a5a0573aec307713400370d8c6a65b819ab9be216a5b0b6e317763b191cab252c974b3fe711993fd7bbc721504651a020249bdaac4dc0a68b19f14|473|10.6
1063|F3|0x27187eccb7632b55017dc1148cf12b2258c4b6bc69fe95e89a47f4feb21f996ba85e0df00268632dd42d2959afdcf070b588dab519d90e178cd37ac0df9dad9b2252c609cfe6bfebdd1f21048e3b009457957132e29b0f4481402b14553e615a3fbe6dae72717cbb9d|397|9.4
1065|F3|0x2e55fa4b9c289309109926943ba573735af9dffd728d9932256de1f4bc228e615d4c3b49dea2263ddbe7503ddafe4f21b7c905249bf7b707d6dfe7dbeb0b8b5cdedbea72d28f8ccdb5de5f604f4f573b600dde819d30893f4f92bcf8c92deb1889212643f3b7c5c15c1|2707|79.1
1067|F3^11|0x2f3eb54f9d39e7280f3e7fa80de175434f5bb84d8af0320ecdd4c807ed009c20a0cd0c98b95ae70b7b6e1c2a0c7fa0094da4006c2a7d3c5d79aa8d27d4f4dc5fce6bb2f99875324f355bbfc2816263d3c35f6328de201611730d3fbc88f795cdecb17ce2b5b9c2dd1b5c68963eabc8a78f09f6cb9709f64397b63bb0b1143df19ad33cef468f26128c939753eb8e6fb20dd638e48999d4766091faa7987c22ec29eb8d5887138aa4e58f62886e88321a5ad97c7b7eb9a998d523eceadd937b5f36ffd845b3237a821f871d1f4fa98d2e938e8d7d63761855febdbc11aa813d1856cf397b7ee20b096a17b3c1f5f867dcbfe0d3597183f26852ad9f047d5736fc4c388391f81e32cc0ff2b7f7de71774baab770ec45b0404aa894918f228ab3d263b0b16060561d6211222f548415a40ea12f89b3e750547d6420d24809c45e3ab6b152c1fbe1af2b1ae6aaf3664c86a292ab00227ed8a7af70ec41876217635965ed4f8e5198a3519aa077959e9765ef80cb9d1a18c83feefa2ad1a4c9386d3f07fe338af82a9e42e08b2ebc5181caf8840162e1adebf363e94590a4e90846a26bbc4a9e9b4913a3679625e0707fecd33256e4c34dca5dc76bacb7bf66f07aa0e7db35341bc9b9ac7c718f3e5aeecb962f84414bef9adc7719fa187426284b0ddf03056c3874771df3aa26e27a8a1eb9ed8c4e288bcd6c52d66cd99caa763a2224cc7b2e03ff97676966085cc78e0aa683bf2cccb7d58be54dd9a81f90208d612dc43a556a0d5216fea3614ea80cb1c3fe7589b02aa1e828cc7e7fa919e4705b68343557603da2251680e2dea69daec30ef9c3a324c72da82034730ada57663df8fda7ee5f5a32f319c2bd7f5f85d5f1845e3f5833e585164562f0bdeda3a30e0d345c6b86d886b8298b7ec1f696faf8b70ab5fd5ef7d17c0cfca70940cea692f2dd0aed0bb5d9f7c8ac2c0eeaf3a3b4c684990c0942469fb7d6b332f50e93d188081f0e5931f1d09807c544bffb8ac9e1feb68c7478df4ca371a8cfebfa2e1a4058c7cbc96b7952d9de9e3b01fdcaad2603e6a9acd30527e874b208c09186ccebc7d8cd493b4371b867bb8df0f4f4b3a04c3b4a43999b3d426e445ce2ebc8268c17736c6cd5eacdf4a4f7b412e2d18e7d174144980e092e8f2327448adcc78333c4227bfb120449204b5fdc1247ee06412c7b6c00cf0a5b4aa70ac354de04daa53b0ab9621de2ce49e67d09660bd194ff9239b070974220d76f2c5f5a567508b32c2d44e1bacdb56a1958f238fcba5722d420b72b829f9d2a64c9530dc3ea6b1e9d8d4eadb4a3ea9c0af09009d146e71b760efed0718bf7e2ff150be4de4ac17b7d2818c4e3b0c493f5bb3d437e53c5dd6cacf7c8ff97fe459575f5dfefc3bdcb92280ebf6d671c2d898ddf62ef0097ca09aa8d3975e9f25b58b3b11ba0c5a91abf178f0eb515a2abd5d925c30419c3add31b06115678d2e027f645923f3e60fc03d516e53eaefd65409730fd3589970b9519baad75a719dcfd1cc1261c7d996a7b92f707eb36031609255ce3b325b781d4d1d9539967efb343899ce88935416a4b831131937c3ddb2f57449532009d8cb3e2e7616e6e520dd9e541114d495f45ee9da0cba3f74fa47fc6ca|299|792.2
1069|F3|0xa42a4ca658e964f5f5cfbfd16f57cb4d98f1e38de30bbeed9e0ce5d5fc8deda1646a394fb1ab3feb9d0690ff685ede85abc9ed53555614d9a357bcaf02a88035988c7e55af7b44bd9ad8df9a197e421295aadeef71e403de9917a09ef4e631c2e8636cbf48506887c828|601|16.4
1071|F3|0x111a3f0cc246b7b53f652ea383e8cf8aaab1c4019453bf842b0362fa39a540e50d8e093aa502dbb5b5900eb5a7fe85a075137db68fe3269cda705e64980b50a1f973078040d3e00918b5d6e12d98d79474fdbdbe5e04649acf9fcf2f7c88936031d3ae4d0aafc9792c349|320|5.5
1073|F3|0xb699b215f36c945eaad6ffd2d4424cf101d574abed666f5de5e9227e0985edf6d8b36786d515b2a03cec6a869329e6a866c2a5e344051c87b4c69103194296a6c1a1865bee8a970b68775655920f3f4035840e4e4ed88d202280c1a0773730fd91ccf47b7498788eb782|577|16.3
1075|F3|0x3adf03a7d7debe8005694c9f7efe972ae389dd1d65f55ba17a2892b239ee9d99ae09c648863d0cb5e86c7be1ebb06a58d0234764eb19b7c78482a8161f48de5a01e7ae4720ad4d089015cd87a02395ac869722c2c36b4504b4d4d226697997addbf0a71024f6d49fc9096|1329|28.0
1077|F3|0xddeb65a392a81d701d9ad918fd60c8083c30ff2a37ef339f257290c4da375a54b5d89adf44b0ac0340c9f780848b0b4843653083b725628fa949fb979461dfa616fd37976ba8ee63c5b86329de1865bc988db7d067941e05c71b453059f73401e7d9e0f73adc42e47b5b|1640|49.1
1079|F3|0x9ef6d31fc993f2144bb2aac6d38298c7584c82eef477e028f5bc4d3e185da1ebe4f7e274eb1ca733781196863f10edcab0a0991904c18cdb09852fc26b47e5efee54e5261c54babc0f11788b4f338be1ee8c289498695a71ef7d6a932d4dab0124827f2072547fb29c3de7|731|15.6
1081|F3|0xf974b225ace06a2d37c8169299ae5fe3895c02540ed0406d309e06922588084b9ddcb8c070959baed59de528304e5e648f962ad5f24083aacb6cc85bba74079af3c4300d49439f5fbf882609b17d27db58ad9b07c2bdabb2a09af87e9ef1933c22f3937f0769c2c1253e63|30|0.8
1083|F3|0x477e6c20de03822b3de35bbc25841f40581272acecf30ec775d53fc62a17c330797c0663318ed878acacbba48f926f61f5da3fb691a548c6870ad4308b03109b11d19718fad55d82420877daef6bd1d613b21ac6e17fb1e031b70d363514363f1318d790b16f866425fd12a|1988|59.3
1085|F3|0xbb64762f9f43bf9a042073a533351dae3fe1b7e60500fb38890c28e04c61dd905d44267d042a0af04ef15350acac0461e1719b01bff2ca3d9b453fa8e211f98787471202166a6ef1f0da3b4e27973b45f3e8ec77bc9e99150994c1fbea3a95dfde53f51e230a6c2cac4f2d4|659|12.5
1087|F3|0x241420e0afddcf41b1baad514ea02853c733dea536e64176f9a3797db0e804c8e6c09d9a82f0eddff31e481364dbd12154980fb9a43d58d6ea7ade6a110f43558e69db75c64f547695567e46cb6e3f608e6539614e474fb44a2ee00c863fe8a84baad5150651f24ae5096ae4|255|9.3
1089|F3^11|0xde4ec59e481bacf9e2a23c6ad77a8b945160961c6a5e2c1d5ade4c893a4aec8949b5c4307d8a78fa424614f4133bd1138c9a207618fbf5aee1cf0869aaf44dafae18832c8922da29b22a8bb123e77fabc74464f4e7282671e027a69be6d095e894d0e0180f63b692741c43346d1bbaece9a733307ba736b6904bef5b27e60ab3c90f4383a55fc7ac7963fc0da8f4e4047e96634fa01001eda3be32355fd4cb84e06c1cf5270540d62d99717dcfdf02ca93eb430cdd348a4a633beda4e0f7b75ffbcda21d9a20a5f5a2271eb7ecc61a4b9accd01351cd577fbec7decc6af27d26ee484e1cea4891a2ba0dc94ec73e60c9aecd02d1c0d26d7d559204833f507d040cb393fe906bf5c5837c12a8a44435e62fa54d9d87598db39e7dac059f06c893f31444598c296e5de882ca1d0eaffe6dcf7934e7cda433b081f64b46306849eb165e3006c538e46fa367b6af633bf4de7ee0f3e15f73d812b4b3096e3b6d0e9cdb6bfaf075073efcecf4d4b2cf637ebe12344414b91c59edba6b1e8afd731524c6b89f000ac6aecabbc35b752791461677d0490eb7fe67e12b147190ca7566f769478a6c5c88b86934c5ff5f8936d6b4324c924a84808c25b2268c2ee0dce4aee089fe55785b4d3b559951efac9ef9702049e1fe4d8aa5a0efba9811da1908a84a7bc65b9fbf5932a79c36eff60b05f9c56d92839a444a54ceee50036c60796dc5f13cf2b4f39a359b4f7bbb6339caebd1983baa7aa83859ca1eecb655e126496f968c5c7e6b4a86b331b345fb26f1a6fcefa1fe8ca85846ecda3403268bb7d322a5c3898d148f6a713ec7e5c2e2c2f4620e1bb9ede91cedb49bf8343f9d17a84a79e6a2c9c580a4a100bf81575cd2ec1f6beb9466f61ec2f629dfc14292ae0c74d4145211d3fd19ebdd51c58853567d520c7bb1bacaee59532e400a1215234f4ba5a5f9b6ca185ea4d1617b0cca775be4599fcf1eeeee6615379008ee08c1e99b83c4130f0e59bca959effe67462c8fc30b0104c7523f9cf5c255aa4357690c3df36c3d8b50efe060201b83bf5f82848a41816f8b76dfdf47e072cae8c3e87f4a006febde703a8d96db23214a5660be4bb2fe186c65bd8c413b24a5e540487022c948e63e2771549c5b77afa83e6715b813b6759a1c6c046af113dc00f12564c66eae1c94df33bfeed3fdd7e5275e58589f5a31afde6645dc42369c562c98e3f0e8fc6c2d47aff5cad9802b64d87c6ec0eff49c2c6ca6d7216b4e5265fed505663b2869bd911ccdddf6a0647b21cccee70cacc372c313244233ed343fcc392a7fc5d5584516fab2bc841d09258db0a82df90a326bcab80eea52475676a90d35beaed49f5dfc83b3930386bea113e57bc8b8eb70aa672a8bf76cd54b2f9a2a15594c7bb333920e93f89521ee79024368f1e01ece7dfbb7216ec28b297356ff37dd959243fb1c50aff1bc049ba5323982c7addfc2394c3087f4bf8e88af97e744d1015af31033b7c39b3c9c511145dd8e5ab90e3827ab66967ce725a8f1afe8e110e1290695515db456c5a5be60972ec0bdb19b47b0fe585d4a2b7a1f51817594787bd5ebe2ce46fda85100f4a98ba8adea5f297fa51213124551d7ad96ba9590448083b67d9c0222f154d4db199802ffea0a30cef9d45d316c0664971760d90923a0cd6|2351|4280.2
1091|F3|0x202086a407e6f530c25edcbf9cf1b9acd5425e3de1555746b622bc147400d283d714809369bc6562b4d65c801188f094c90a2f5f6141434ee5b81001a5f59c5fccc0a265ce73cd4bc236b80b038ac91279953e33af3c52b9f9eb63dc1f8762b524ed17f986ab290f8ee247bd6|444|11.3
1093|F3|0x4fe359b5fd7bfaceac162e0b0dd8afc0dc7f8e87b6e0b615265ace5a5645e16e296db559ec5d19beeb1bcc055616165ac15b2401020f9c6438cf8a9a3feb77620946d61161426ba3cf5f29f75379531aa436744e168d8735138bb36b8b67694d895cacea57f22b822981bf7b|63|1.8
1095|F3|0xb9d5d7b91d6ad3d23726e0485c6cac09f1e50cb1e13c8376616fcdead6dfe24df6ea1eb5bbc2680dce7df80a2eb2bb8fc2056be6ac3132a8cbbc5079598f850b34ebdd97ff7d7a608fafb52c249345aff8515eae6eb94a71d09ca83eac54ffdc2b9af222fe35e16bfe40ed73e|3270|91.2
1097|F3|0x1895d53d1165e1e32a57ddfaffd8a2b88bcd093af4b7d75938c94123ca3e8c2accc1640eb183ef191fc882008afd87df52aa91f31cb6886575ba0460e975793cea8a659ca6fd8910d617d115b13684481ba88de2c6a82a5a4fbc18d52eb9eac0ff1c7d2baeef71a09fc39b1825|1927|50.8
1099|F3|0xa7d7577dc52ce9f89bc22d850e1e2fa94cc5a0dcc3e993a9375a6e67edf44591a3cabd7b727fa785efbdb91b8a05860de92aadfe505b9c4cad53f9f5016432b129d711617412d5dfea7416ee57a931e34ea7a976193f7ebb0fea3c4dc665b195c77c006995d9300198e0d0f7e8|510|13.4
1101|F3|0x153e9244f91048d3fdf503e9221e4f1aa1caea4aa3fbde1b16ebf5606816e58129bff8e1439e932ae7af200c75e67efffcef26cc62b2805e4824480993fe468c6435243a76b8d32262a1590f0c0e0b9c01e841900e5f9795e04973ae5dbf55be848fb79130bdcadbfff835d5a13|388|11.1
1103|F3|0x187401e132748652438ace0fed52cf32a6e71f481b20689c5b79e530bdbc4942d0e93d55cda081c7caa1df5e90e445bca87b268676279a28f3436353ddd82d0b913b3638b1776a89ec76ed2002d9de0e960f727d3079b9db0488233bdf5edeee47ce8c07a60a3af4cf90e9172d9|5108|164.5
1105|F3|0x12912800f6261fe77e66bb85634986c58a4757978d796709c4e4024a1099d0022fa9d0d1441362d651ba9d6bbe5461574b002976f5215be3327a99b3e9a8761d3dff66ef788445e99fcd05e269c74368da05d7f442acc3a20ba621b341e3864a7da421710cec55f1c0dd15299731|3295|102.4
1107|F3|0xb3b305fe82ae5040ed0f8d5ec2658ce45047288b2880485c4913c345af22e1725310d404113da37e65d82190d3145588c89f51fd5928847c6d37746189be6a4bccee3bf51c9266f0c9fdd1d1fce6516f32e905bb31916d593fb71fdc8e372f62923ec8d99dc44571d4b03d48a30|647|16.2
1109|F3|0xb8e5c3aef7e0ee7ccfe833bdc65112a4aab48ffa2c3b7633a0bf04efe92aa5ec1897368baed64ccc8523dad4e35a7edd17a59e24e9ab4f3f1d055a9ab8175983be445c24382130aeb58c98fdc799e21e08aaa16862a8a3cfc3b6bcaa73607f8a0b894148cc055a2f9b2ffb87b9bf|214|6.9
1111|F3^11|0x1362885a8c85c11efdb8a975c4c85303dbfc243e2fed98bfb9161f961c1794ef220de32bdb2dc8e78941bb94d1c75cac83071c19ed103900019b9df475615d8827cd5c0750dbb49fe240882b8499f7e013d0571aeef72c5b60f2d649c97fd75c5946a7803d135c31bbcf820ed60ce04f8d5ca579f3d319f1a8de945a5029399a25c8c2438a491d0a334032763921a4e8aa12f1de704ce7c3f6474b9f9f7fb454a39efac99962c38b3950dff12e1ab2ad56c335309135248cc3a39ffdb79ce98310c6ee3f245e60fdcfc0f1ab03aa12fdaaefa7077ebd4935c851fee28658f418f660a96d676673396c38f494786f5fd359d8cf2bc782eeb0ca636ecae63bb23ec7c90c9a8a0c0fc897a61d57933f75732d63d110cdf628a8fee28eba8053f7af2946d9bda99c805e0d127091d59cb5037be16f7623a7559a75d24a271dc19cc120c225d14fac8ee151955b3e0c815dd07bf69edec1ed75d846c81264a27126e3be273a2730e4aa6eb4ecdc87c111f6b8c2dd304f7de15df692aa10255e36b8d3ed8811379ce99609cff94aa50452914e5060bd249213c082d47daad60fce1616b7af62ef2d20861d3fdff83bc7df8e4ad217c4c0db2b72cf496ab4bfcd3bf7a475a79e69e52703206a41de5f326321b2e919a037902ab55771021119114bdac2eb8a8173ca826928e3b2f13de0a7955c801355e0391e08d0caf26c1a9a75036197ac0616c716c0a88d6a2a07f658c836c24daff20245eef375fdc730d23172262ba4838277358f9159034a4b8c3fc9d4aa3d9588e8e1c31387718f0687461fdc09867f2aad967403967564fd22471123e37fbc126fb4f1fdab1344acdceb9ffcbb7829dac406cfddff7a563c14eed0c26b90be6f44bf9e5e7d60bb7fdb0550b0e981bd2043cf7a87cff58e79f294a4264c8601e13afc1a588637e4c2b207d7d7bee3b14e551d38e47ec12153167feca31c2356aa2abf737a9de2c20ba89536c913584fc138d5e1a3a360b490a59a67dce37cef5307aed4825dee877cbe22ade6fc14b34bec6a77b51214884894603978644dd8b2922686032b9ca24aab6ff389a79fa66acdb9c3620ac0555b89034075b5ccc65498a94b4c10035096caf4a355bf6d3b7e06d9e777da62cbf1338f6263ba57da8fe668e1f6b0147e3a5f7684f60a7c962703adb9945aba4b98d7afa435fc72c6cb4206b821a899667ec4aa24dc821c8ee1222b033db59642c3a9d81488b5422c086059df07c0b322f4fb8fd59d21866dd097fd45841e29ac2625ab1f91b3124395b6ee54b5fb719802fd341303821dedeee1891974c14ea7f6cf162c1b7ec7577c625546fb0c0087a999ad2efef5048afb67ece07f4d71709df688984948291d258e47f7600fe606f28c3ebb7c2981d6e8cdca188cef039234ca5da75b075e7fc12645ec836572494bd740704f0a066d4f5241e0650627b04972f655a2807d56d719de956cff1e46ca70a34100194cbc4bf9735d468d8b7a3b11b699d9c3e758373c5b321f19d2033494b07debf82bd623aea491cc59a5e0e46a001233afba9760c39d5cbe1ee59aa75c379ede7ab13aad9ca38eefd0ae2066d834b9929c93906e985ea18454b3bc5b64313662d7262413588b1fdd476cbc6c65ca03884038bc2585390b572fb775553fb90a9fad92b633dba74b86bac730270cd59af98f4e141fac9762057b3070e4|18|97.1
1113|F3|0x676896453ed0ea4bfda78d302923fd5d8aacdd3b9cd1b9d41da30ae0f3465737cca174bba95b620c8a0bfff2499afa95d08805ab9597a2a538e2bd136d2418e2225d1420fcf1beaaa842e7dc165354208075a93546ddc0fdfbd52bc1e0aeaaef3ea93e3fb5b8ab6481b6b710442bc|2200|77.4
1115|F3|0x14421742bb092867ea039e6a99bfbe47c112bde7f0d261fe19866729a2da9f2b06b61f6b95678dcf268c74bd5471f0e02df3cfc8d1a156f6f580fd95028be9c176918f861270402f098b0eb78370ac7eb4f6d315b61f141c1632b9be87088a01c37defba57de9c15916d0f861857d7|643|27.6
1117|F3|0x7f5666b5ba3b00f3afe9c60f812232d121751bd1fa6b9a57f141299e60b5a82d7975fac0f5f7df3d8d693fb0677aee957485d58cf6468c666f083702a79b0039a4b664c7e12d9b229679f7442ac02080cbd122b31d70f5b88df548d215b0cf85c29bf880bed94e59dcd995e778778|2060|74.1
1119|F3|0x8191297023051187d7196fce2301f318642a88782de4e0b05b35bc649aa669686a903a4ed865851690fea67ab22d6cc0cabedbf7feaaed31b6a4908c13dabecc97445417fcd888b4ff37f01e233453e118ac19236fc267416a3f0237ee0418c23473eadf969dc7d251a2f3f5dfd824|1162|45.4
1121|F3|0x19bb3b1be6dffb30033bb243995de82a88d08727be1156c610a62ff60f1db894174e101fb5289a18a6069dd33d61de9a71ac3beb6e68d50d2348852d46ec7db32e0425f4f1d88ce934029773922d9ed5c17eea24f02b45e16f6e9c46277df3f93cf0ff82afd286025bef94d60a728dc|612|21.1
1123|F3|0x2686579bdac944c6193aa5faed6254ee141e2330ab08bbbd9ff2dda70c05221f9d576c1b940523c80cf1a576ea8ebe5fdc7b4adc8fddce5ef856330d7ef900c8ca1b1568fcbe5b4331abc1cba2a1b56fa0cb0ee9ec744f2f3190b5cfbd1c2688dcc95ba1981c0094fd79555ddace3f8|2034|64.7
1125|F3|0x60a2e669d8a5f1f97df0535e25e6aa684208cc4e0ca56e1313fd47b24570d5e6fade4fc9d6d597f6dcf99aa16ec9b9e825379b0cc6a1eb6af7ac0bccc0a23fee7ff21e34ec2c8cac37abb0c2dca757f547e6f67418f8c5ffaf3c934451790df5c50840229919bf167631d0bc5953200|261|9.7
1127|F3|0x306b18b0dd3128bdc47082732faaf6a4747fbc895826c7cd34e35104956805d51d575aa20ad09957540a08cff9957625fa9579b9bf0e9f9a80bed146ecd3cec119ba45d968469df67f4c4962b4ac4c8311305bf59c5f0cbc04a2303b675cd6b66ae53617ab85394661a9afb30b087062|2462|87.5
1129|F3|0x46a9e9fce6e2f4c39a558468766aa83182f713434e92487946cb7ef6d31a65bb00457d6e4805804605bb30a59be7fd96758132ad300ef58e447c16f9f9f31df2961e5b64b8fd8214da2898900d321902b826315ae0882595cdc8dfb720769c2ec444c4b449da228830fb047c6b69fefb|26|1.8
1131|F3|0x1241fbfb5a25961835cc9cb65a50413c1aa0ae3ebfd12bd1dfc48c98ab22a650f17e5bb47e01bc2d6c8196624428dbfda7713f5c6de8dfd3212e1db0596f1f85bf084f4942901c4052b630ea5ef1ac285ff23ea61c8095ecf30df80e60b0da996fd4e8c150149b0d93ddf5be225fec40d|829|23.3
1133|F3^11|0x82e2b74b2dea319a8b8ef215f32cf8d27b385de25b730e27e58d08b6bfa14ab37d8a46369896e5dd1fccbb178ba413e70c7f48c2860dde174103d6f600338cd5857b68f54ba8933b00cc78470dec6230b359ac84e0a78b9adf069fccc9963dcb673f25c296bf5061a9d573eb385d59123aaf7a188ab5100e3dc665f85e643e596727e05734f5565eddbd3ba5e50acafce14cfdfdd8f15a044d0fd7381d9eda98235a5b8534bda24e9d19865ba6512d3ef6e5e8dcf54716416351ee56010e1b5e88b6e22f3806a99c0c95f75b1c6a3dba781408c12b19081e41d290c97c9fede493cdee304755568be1b251f41876cf23be5878598ab393448cdf412bd48e91e8d008da63d61024bddf1046a83fa39af62541b61635c6bf648b87b2791185689f32edbcf95a52c967d3beea6cff2437a2082cb7ad782e376f1742c30571c54a2c445008c462c6cc33a9bfc41327ed92532feef0c07c2040ee44a739ea747856b6f92742157dc41b8b3d3d62d0c248341624304ca5091401d240ea56abc23b9912fed63dfdcb238cfe3df7a01f3c67853e7dc5875210a5b6ac854337066510eb0419ef3c77805fa52c440699109c679a1bcf534da04663d1c9a8c28da8d65d8fa4f2b584f3aa1ffadad4229880fdefd28a6e4bd4e5580b2acde87ece34f099babf3e7e568d3b775d1220e35345951fd53648eadb4184c648bebec8b76b4bbc37c3f2a62dd1a015dd270cb8ff95048cc7d79ba2b8e952c2b75ff4aa35d5511ff304915955d7504dde53902b8d6da9b32270cea4cc4febccbe23e792bdf27dcb4ba4f185e3161e3bf133cea31527d5a3d9be94fd1cfe76b2bd7e638f9dd1ad4ff2ad4cd1bb0480431d75a23acf006e9aebece51a98b06342439de7b29148183658333876a2cfa2365fee3f2739646b896e884b3f4ce7c32ac9d08fe0dea719c69328c6a34bf1cb08150045a44860446480e58e678d6d3b3b7e362b7db2d3c075f196a3e5fa3e2c344b86a667259f5915b92dacb2e8ee5029eb73a10c603c5bc72d6a67f13c9947906bfc0532d02ac416fcbe58279807b63ca51dc4e1180e938f55925b77f5db46c0ac60497ab13b1fb545bf8a1733a962ec2b677a2dc4be05ae968c416b5721e824b0e3905579f64e8e454351fb93c13e278ae0c3e229b44035ab176fcf6c8a939b740dba05e668a5128314d12a688e1afeb6813b5f0f26d1a5e5722d8ff020e555d3799c5d5001c1709cb7edd6be8c30c42ee3a01424f545516644b2dd35defe025c14ca046997a640bb5c888adadec05b0727f6beb2eec29b2f142cd022c5e131a9aa8c61148352a9ecd8f981a3391eba91a31a2f1bdeda0af4575dd79560fb1083aea20efd6dd8d959b8e549b6c37d3826dbdf15a0960c6af7caf1dbe603c838be7c9549391c64bbe4033891a487152430ee3911f49f2286a711c652a9acab1a7b77b6229b45b4bc8777d38b6c88a344201b5588f5a239523fd7883267900376cc0d77eefc5caf8d5f2242c635c29f47c18d7d30c93b058c94cb90fe25ea1777988aa4532eb1deb826b147ae8b54d6f77d46d06e046478a83b1b232f533db8508a172f7693d69db248a840bc0132dd0c423a4a2adeb408ecfbf99bbccdf8306c6f2d4485284e8bd3782df1de5986fed23583063104384dbe4da8b7814b69dd9efdfe8faaf20155aa3cc7c21c556e195f9ee826913d7877797d35360e3bdbffdf238f8683a43509109f336aba244|669|2346.7
1135|F3|0x632b6626b91dff4a8f05f9a0dd7b724f1d4bcfd0d3cb798855da004e75430d00c99a7f836e7bbe109f5e52ea166f84928789477926a41532c194ffa80783e271ad227f8d8a777b594d0982303b60b2287117a25bb0437578466fd007a4c29d371529b184de6afbbd2603050aaa616fd1c|164|4.4
1137|F3|0x3788ae49f74366af3f108c0d69b01d79a4fadd93a1097b020efc0e2d1882e0e1b866ee24a912b9c2fc3996ce3f3f91cca44243c69221a6239334a00e683f8097075e24ba9ad3d8138b69171075c9d1e53ac42b53cd71a6d247606488f3319311a8db9f6b144883af926d205715aca3f622|776|28.9
1139|F3|0x95dceb512e330405a4a940e7ba872b4cc84a99089a49acaf0ad9eaa9c957037bf9cea2a3ab0512075a128ef3515e6915f4addad044b141e0c1957409eec2d05863bd604407dfb35da20fbb1a3fdbe979729693893095e546045de3b6e82e7b1365691260756d4e81df7c0995d3dc9d88e7|792|31.0
1141|F3|0x1afd0aac7858c0b9dd273d7c17093061d38a1545b91bdf8f2cbbabe97a867168e5179a5f67419738fad2c1fba76cdaa7a79c40bb470ce0bf56cf1a1a46a7f30f5ca0d20d416eecca69bb761de7e6d49701f919a8a4af1d240af5e07da784337d6b76aee9c6ca81fd6a92eded440d4db18c9|345|11.2
1143|F3|0x2e8c1911b3b6b41e2539511b45e87368023e873af9b546d9147ee04018ce80c89625874c41dded8fa296f7dfc1ec6178500e1e590956eaf770bb034f50d1fd03ed49dbac9f8d81f8b807de5be6d8461ea2de072f437edb78ad232e2b550f8279942709467b67611c034fa238d63476f9970|986|32.3
1145|F3|0x64004f9d833806cfca549382cc75ae110570bb01656cd3284e17abeb200ff37f7ab9219c36d185998a7e2a8f36f59a521cacc703f789a65dd4988c7adfa1bd239b9a866aaa31611ccd15ef79fe0415f443d326ef9827807c80eea168ae3eed9babb4a2e1ac595a3835584b308eb3246c5f|3804|136.7
1147|F3|0x47e4063c0dd9a2127d118ddd0ee5366b3a3c7001783c37b7dab64891875b0c247fec22f9a3c12da47ae9129b7688d352118e05e1eca0ca43776b2106b868ee8808ddb89061ff97f07fe4ddd837c0d907433d0bf3874164b5061b397f18b2c1f4212271f8e6d30436bcc88a5550f2dc7acb9|655|19.8
1149|F3|0x89c28e809739d5b12491af801bd8be980ba39d08019aa4a9b042183fba242f48c5f83af92a86641ee75817a212b3e6e528266944e2b80cd97b994d4ead92e7aff4b23ec8036479200d92160067dd0c3ded032e373dc905085d5f4ca17a8196c6885253faf089ae5a378afaa52edad58bdc48|674|25.2
1151|F3|0x157fc4f8657e19e154f29e71a4dd2a134e6094d04ad70e88577cab138fc04d720cdde7b7c727e31320ffb183b07cb3c1e5521ec1e55dc96981f802104395c8fde8fe5f0d90015caf2d0edc5173820b6a2a4e95ec817960d21822e6a6f0a8dc541f9d174b7f8a021bd4a714737b3e02792804f|2653|78.2
1153|F3|0x4bb12553784115560d23057ee519b8816b53db9bd18ccdceed426d5bc4b29ff2cc833de9f07886f7432f3553feaee402b631eb96a43aaa1807fcabc052f3bca3e8ba1a0720ad21b7cdae103cf951e40afbc43b2dc590a5a44e85fd74fe99191346af58eb6fd204080ef50be6a9e95fb893a26|2917|104.6
