# in-window irreducibles of odd degree over F_{3^11}
# f = T^n + g monic irreducible, deg g <= floor(n/2).
# carrier F3 means g has F_3 coefficients; since 11 is prime and
# 11 does not divide n, such an f stays irreducible over F_{3^11}.
# g is stored as the base-3 digit string of its coefficient vector
# (low degree first; 11 trits per F_{3^11} coefficient), packed
# into one integer and printed in hex.
# n|carrier|tail_base3_hex|tries|seconds
951|F3|0x3fd56b6012c0c0841d06682efb95ffa67cc0337dfab383d6ef749d1a6bce3cd1cb48ed4b2aa4085d68b1ff4dd8139740f6442fc0d7274ea301a35b42bf65794a695c18b91b1d1fa5eb3f02f363a46ab0628dc75c604e48a7594b3bf449e3c|557|12.0
953|F3|0x2cafeba4fbc1fed7cc0a5d57c9455e081c7154a157150806e8c2ab6bf8af2464f512e504fcfe626d59c3db5d79eed0e8712fc8b23d5cd68a013bc7ec55efe5c1a88396e441da253516179d6a4ff5e1fbf16fcd7f29c7422b08139ccae7c3|107|3.4
955|F3|0x16beb296af03c49bb9e0d5f5e976373a1c7aa52d78a037e0ad4013dbfdce56792ebeffc29657fe8f1484aab808c7f32ae79c974e15441d1b6217db29d0642c924d873e7661acee27c41783fbdcccefa283acec31253927eb034a646804633|235|10.7
957|F3^11|0x89a4f322b498a3ff424222b3cd51e3cebcf029d31175665a15f042a6871bbc643bed5ae9c9b2fffcce7e2377a564a0dfc9e3ca5d0d22a86052c5c2e926abe374b3dbadbc61463c242811cefa46cda172dfc8b64fd53fda1ac5375a00857fb8cddd4ea125689dddc0ba714afda96b9402c5767fe0cff72c9c383576df50123dbda10a96b0ee6f00cffd3b9ca02424c2b545b56876813a4d0eec7fb1267cf1827c7309213561034e70e5e8a75b885b3e40a1f9201173019ebaf6398c045af165d19d01754383a30dcb1f70cba6029acc8d43556e7e45bb71d9a4e853a74df81565f680804ad034b0c863b6da9e8f3e982aef5c258ec49b30c564fb208d9d8eee4f5c751e36cd666e2c51971983b7c319f55bc92c0fe3feb8a5b0ac8d672740a4ce648da511950fe324a0127b3f84b61b48d5cf0da38296e9eddc93e1ca36d4e39267372c928903382a915c1ce7c388a633b646fa45e78fd1a0d696cfde21ef44efc869a0f51b21dbacfb7ee7fedd604a3cdfc793cc30fdcb17e15d3c2d8c56ce3cc1e61ca07b3e9703c42a4bee53984514f425b91084839e77dbc802bc4ff7f4fb3b8a1435dcef6910b29a090f8a4d5aea62f29987b8666409b379bbfd6bcb327f5168904b1c6c8f1d6d87c74725222de2d2e415a04fbd62ccce9280ca97dfe4f40831c8a3ee855939542433130e9d0019609c1511bda25c610689ac4cbcba3e672f47aae2d520ed8ba0f3718ec5af037fe40241d28cabab82244323bd9ef1c17304a51cd1592c8af78152e5b4644fdf172bdd7fa9482590c4e7c330bb30bdc2a5835013c8c1e20ba181e75cd5176553217f3ef4827b3e8b677d41affe86ca0472678e52b198a60fca1c7427c472beff714ddabe0b74a36934944e9e0e73d743aba702fd179f3db770f73d5082f8092e2856f49832018ee378682ec349ce61bac6fa2d65d77f0bd821dc2e37d4f3964b3a7cf05493fd0b335aa935902c5f1c61cb193d285aa45c46dad4513e5eff1df5b9a55de536d9599584e1354355f67f148d92581e8dc4bd705a26934d8c4443151a74c6ec1bdb4d392c2597b878ebdcaec9a3610544954be3b2a7b69635f873df4d0b5b98a0cc5b13d2835740f5110036d05e12991479af9ce356ce01249faa390c78196bc7619727fcaa6eb169bd9762dc755a78249fb8198f307c453ffcca83297847f5a918224cba9bf16712fd6692ed17f2b919bd33847d3e69b1242585f0cc4bcf7b81de45da201f7f477f0aab775708d8b47fdefa36019a263a9187eaf1fd808ce467786061ea6a8073be8fb3ca7908b5e995f0079761b4ab90a6d63b170f379d6f596496c52e2f4227df42f0b43b73246c296e621fd82a61887c053c9065d51755817f9e41e75848ba16b2ea09f0b6b0e8fb8ccfe942c57fb9e91fa85abd708c1fa02240f93547461ea07a9b52ae1b8532ab4b85d0cb5e468f4a20ffed5b10136115|423|762.0
959|F3|0x249e4bb24654d8e5f22a2f55f275610df0a1582be88398f41a3df25d35d8527aaf4bd582525400dae645fa76eb00c1b69611596fc934cfd561befcfb8434786a7c8ea54dfe17cea341e5a80e609dcfc235827e45a4150cf0831a674c1a333d|116|1.9
961|F3|0x276769a51684c65a9064bf6d6c78771b8581745d8398ec191801f94ac8ff363a8244db84931790ae613ee042a3f13d56ada6ccc02e4a24e5698b13d5cfafea1e25570194dd403fa6d145c6b3571bb70d0929ecc72acdaf379ad1a0c0c409f03|448|11.3
963|F3|0x9fbb80abb0afd30a1d4f0246fd52bc329593e766e6545773a2c8d2b2e621d624e078b51fac6fbad01c780c9236b5a77f1343e965585c419fba8602c7b5e771ba858b27c4c67b4d8859778e387a7e82fb0768b2b0ad7e6793dee57c80cd0f33c|1843|38.3
965|F3|0x78ed366cd52662cb9705a3776faa4e2dc62d035db83a9cb381aae12341153bb19e6d6a0548a168d953c3b6d30c86ae5e91e35f19bd7fa4d8ff26e6675b13a57f0c389d9d781843d691ffb771de99dac9b5aa04a18239c636d41ac4be98c1a5|1661|24.1
967|F3|0x14112147371a0d7234a253340dc2dd9a26276cfaaa25d5a8572ca026676e9c359f41dfe1070a94518b033d8b8f47520ac0405bc89e005df6c0b35bf259bec05e6c15a55cb61476f34f1d0feca0124eb2b609420db3c1d1ecb915ade093630a61|204|3.0
969|F3|0x7b5a689278339f02cdd902582938689d2af5bad0702466af19cd97c2f567ad71b5affd438f39fa407f85844db9c26bfd7b9ad2b88ccb78490bd828132afe5a4dc95ddeb3bdcbcf3600153d6ae7e84e861b7317cf138eb46e152228526bc12d09|85|1.9
971|F3|0x16c4b043dcb04a77b3d05579e6bca4fba86a565b76c5ef2a730c1d4addcc9a6398d41cbc6386d8c434f5193ce611187216fe51dcfe5e14dc6771591c0a8a4c15bc6306b795ca80f5ffebb76a332e3d8b6c08251096f73605ecfd9d84327c7b0ac|1193|26.2
973|F3|0xb6dc9bd7f864f9f9283089b2b0f4357f947c57d5392075a8130f0f2191617fdad78e7eaae2dc050172e9ec1c3bfe504e172fb96971871ec1d554c8f096dc2579a501fa32a1708a7f6b1e5ed6bce5b72fd1c1eb2a29cb753af264306cb8c5cd23|2574|50.7
975|F3|0x975a2b340dd32543f22af0ac614af4bca59d468aa3805aadc9d6fd540a56bec914100c8fa4d8f70bf651586b01f3e5cf9f7293d40be62018ac9982bdbc3f6e2f434e7c79d6a22ef15f14bf1e34733fb07cda12d3642eb206555f62536f43570c9|394|10.6
977|F3|0x772f871ec95d2165e19326757c992263eebebc0b91c1fa9e35f7161347226af802bf2eb381c3293297d3d954a1e14a33284ece62f22a244213ecd86f65b23a649cf9f98b8a5185921b8d34d39ffbb04cb8f91fe8165f9145931b12021d458ba44d|221|6.3
979|F3^11|0x5999d8eab9df17f1da50d6191a7d2e6736391c4034dda3fe893111e431f573f8ec628aef4b4b95e8b2083c8350bb682204b9380c88727520735349d3426dc35e071b8363b33f191105b3d3fe3beb502ca31d9619f9a9099e1173cb1e725779f63f1006a49ff8a21290ab223ef834b4d6fac9055eece432535aa550795f4290a2c5948242b99c1e3bbdb693860d453073e3d758ff50d30fd7d08e70094f8286d1d458bed1544b94bf751957e84bcb9885f9f012583acba82d1883062bd83199f6aeee2e3ee0e977785f3983edc1671eb8d788f70fb2ab75098459e7f7b2adb99c3af20efec57656cf4dc19ae8df641c155eabc53d434be612eb6471e4a0e2e25d4deefae53138bead9c95bf5a1a64eba060088f9fd7ff2a4a25e605d6c33a8b86e57cf34af83226b014579f4aa4662cd0fc4ca6643b0e03919ea623f2a5d8e70d78b6cbc4f491c4cabf785cdf074101579f9947231699867cecdd5c88a46b67df3c3a5fe53b6ee89366dcf91679d9419be829d31fc4f1b9811e7558b28541feaa582e90b76fe0671ff7d355bf2251d4e159fbdb9d8ac210a52126ac58d18e1405e5d675cc905dc47c49aac21835327e8af40f205c91d6718cb37db9b944724d54f18d214307dad153594c197ba4dc9aa7f9b0136a51578eb165fe386e9f30ed340e69cd1fe5337a7bfbf8476ba3d3f7d69e52b1683405eee04d599e55b0c317eb3d4bb7010fcdbbaad19522fd1dbc60e84d720e476f632d0d9d9a02634d2b7d5ed6b4c063073eb2d68e1b92da25feb547244fbd1020317ef0197520dc7808ceadf8d82bb65161abd4f5445d30b9e413021be16fb497bd232f94ea1b501561b128768478ef698927cdd3d0f92be7444ad1af778b461d1d6856e04cf7d2b2b442e0ffe1ea8aa96e838b16d33afadc2e7b63edf2bc101676e1b33d7c487a2d40962e1adf9642299ad7cbcd70b9a3ddc0961210ee31c7c6c7c84085bf6cfae963b6e57aa186c3628bc4cccb0cf831fa4c008b016ffd3e308a6b991c8f6be23c68f02c0187ec83b5e2fb32f864c7502fdb3891ec3ad5f8672fe3251aa19b62be2533a44545557f2fc77b7892410346e42b07068d12c6717bc3668896a473895bc0fab853cf923c13e7ef1ffd200e2f0612f8adfe1958b4480f7411d07e757aa79ba9603bbd547c3edd61c9cab9b2742b866629cdf007c1c43311a8b8d1025ef4ea1cc3eb7c53ab1fafa148ddc5d3e1d9a007dd36f8d4cc405b6bd562be73549c7b0f8be19141ad6fdea94fcc6bf5869b03470b6b0d5952edf1a00da6c8665296dd8ebe4e69652d46e72145904471912ad6e9ac3f74ce2db68c77d102a59cb0b8ca75c527b2ef41c4fd13c15b6ad4ba9ea39d99b1b92612b9f1ce81dfbc3cbb0a597c8bac2b68920069ab8e12c3b40312fd8f12f44818b0eccd5485758dfa365dfc654782308786f923f887b87fd0373e56958ff8ba26982534b442798b7a65304f39a565a112d8fcb04788f11ff8b5|209|355.7
981|F3|0x41b06b76ba28e178a04e045d810231ca2532d279033cd71d9f540283d6066ed083a3007e2a33434ed53055ef7b3fda65347377251811772f883f59773bf139e1b84208e1e42429ecb98688a1e886a8abe51a9a201397e6eedc845204ec605a672c8|2659|50.5
983|F3|0x6754871a20386149455a59ce68ad53197c09337a04e0bd68bed312ec28e3d1ce71f5b01521eda350e753e3bd9e279d0ab38b310ccb02449ed68b3e8e32afde40549f9c560b9676f9c5638a3989e335e4c679eb35f8009454f3f2bfe3c08303eb2cb|1468|34.3
985|F3|0x991e808a26e6be218924bce2fbee12577677801623d84e1ced6320f14ae9dac20f8f1e08bac22c92527576216200d9581e6f306c88bded404078fb8a32080aa799dd2e066e43c4dd34f1bbc585a90a9d50baa8fb5ce3525e43c6135841ccc03ad6b|3829|77.2
987|F3|0x3fbc9c1635f12b2a7d3d850091b7e786592e76e6f34f372dfd5a09ee947da6d4c475525ef5cfc49c8dd0f17c8af7968369059d728684ee6da521346eae645dac3b83c777e811f0feab01cce822e77db41e30afb3361b68f503f68c662ed4c56874fe|493|10.4
989|F3|0xa6a6cf81647f69c6232151bb2cf4316278f8a2cfbd10fa473ca8fec5515f758eb0cb89c81b1d4d2bcf00bffa9d4b2780094fe2b38db6a7b0813f9f228405d328ee682f173734e9c2679e8745dc973d18995d6a1eff3d22118ee3ee82cef0759e2acb|1120|23.8
991|F3|0x40045c089b6ab2b06bf052b3d02783b6338095bce63179aa0524fbfdb3cd868c9875ede14a5e3859c1cd81dd0f5d375ecd0884c99b35b505841e59c7077cffaf1beba58e65575cf765ecefdc9ac57f77398ca13dfe5adadc47320216794722d5e5e16|948|17.2
993|F3|0xbcaf4cb24758b4bdb1a3558a1ade221c8307fe02cef96719329ff4d03f78c80bc4a568aee0e0797089cea131a68aa7d7af790af474602093da65fcf73016da7841b66cf25fdb0e8cd7daca4ab24385eeba3002abf67a342b2baac61607db4db5c6a0d|318|6.4
995|F3|0x8af0182d60e7878483b8f791aee8b3345376f2109debb9794dc49d93a3d248c8b275d5e95ddea9e10d8663adcf0b03108cf4d1e4e0d94aaabade0a261233c14c22ef13a719365869bbd85af6cec7bb4deb0f8ab028b4d04716e152c3c85aa7d47cb38|230|3.3
997|F3|0x710708e9b75885d62ca43a4591b5cccbeb927343f62eac752f6f42da0dcf04f1a6429330c24a51a3a51d54c2db31d0decd867e3014e05810aca9ba067f4437e49e09018a3b9783e2819a0c21c92722f06d97605cc7f2b86c7efb7dda1337106c883ada|1475|20.9
999|F3|0x25d83ee30019407bc57914d77761078875be575a2017d960b6954f84e2e70ccca9caff89e8fa56588bd119d435b755c6dee9cb498483353b8ae8694fe4ac20ed7a81c08e984360391395d6cae7b9e49f56b65af768ab998738b9b4603977c12e4505a2|57|0.3
1001|F3^11|0x249318910af74f617285713313ad692159de3d338bc058ec9d77498b5338b41d7933f5d3e3d757df62773e9aabaa3ee1e588251caca519152be68526443e8abdb6f075adb0ad815b2a257d78bea5d89af77af63795c898f777829c2967c5de934d161bce4ae3c72dffba0eb7c7b70a7ea6c3d29061af93239b19154ac8452aaa92350bd805d84e3f7504fccad6b43a43d0865da676d0ec02c26aa27e73374eb0fc08931b851766cfb998cc0f93a720087a7ec2f7914339a7227906725a6f6ca4d6c385166406e04b411d690d800b9558b254a987e0be0b5c92a9d8dcb4367160d8b5220d048af4538a4f4bbd50c7ce7955003a761b256bc40d3de6c22980cbb7d9e86201980d7ca27090b7c8d82b399a72fdaed776a27437f8812ddd3cce7b4fd1ef9ab02f39ac8449236f07b3e8eb929489f5a1b9055117db8cd31baf560cbe93870ede85c18a14b775f6e0bcb8d4f1479fabed3c76bc997113c5a5afe84414823a80e3155744f681c847cb3d8e9ac2601ba2fa83e6a388c3f56b3b36a2ea66ba7ee86390dd7284e91c7f3590e79e600743d07f411b0863962669d906437c039f49fa6ecafd3ba1635fe54247d22616d292edc73b7a40a12d6bdbfe4b1bfc1ab1be24d940174869f13fcf6939d3fa74977421cc42295b3e2a06586b460a3534abcb08ef8b43db93ae00c7957269a65758310eb45e5b4cbfc9b24780c36ed79da15fd59219300f94f584ffde66f1e9d8cbce4badec9080979028075dc435eb90c588a1324768018e3a340896bef98df3f08339ca6fe8d47b8f748de06da89e0b04f580c0c0c18638bb520fedb24e794d3790bce16f935228277f916b7008d7ce973b1575eeb479964a1cff6996548620826b988bd433d7bd2e9115b51b582d7635e9f4a4cdf0bfd79ff09b4d6680ff9bfe2f19f25f398ebad3cca1628c43fa10a1354c17bc8389f195e3b39a604763ece746ce58fbb6105bdf72dfeed748a565dce8d938ec7c952cac6dec15d3a608170c1db07263ccad3f4c1c902ca5c20b18705565b3042ff9f0bf65fa7484258336f114fcdac78c72660d04393d9abde515f026cf204767e1e9a23e221965e66075577a758438796afd1808b275ac0905e17eee01a32dc46735c94c2b95e9e2d5ab37ca0aa870f3431a42e5b97bfd47bacf09ec046f694c924f9a5b8c9ad6f1bb4952f8d9d762401ae40758be9719189547f659ce48015b25211979af91a43dc008f11e841628013a08d58a36309b2b17bd954151dff79d648cad8cfa20061537540b2e3d5b3d9cd3f5c647c9498593292f3ddc58a278e28b16d776a660c8ebabd09f449e607756884adff88160ff87bfeaaf873f4e6456ad5507c7dad2835027a664b8d43740fd2309530090931793ce47b61334b16373f1b11a9f5e365f08c33274b227e82fdc4aa00f0b4fe81ea5bc21925e4cdef4a96f10b0235a67e9a3fd7872bebb6f9585c1a40027691d95c8be2f49b6343432c45633b9d7d6268cdea39c9f87b0da4022f754bd22b65f02d203f35828fc97|272|917.4
1003|F3|0x41146ffa520906930ccd327ca754718b6ff89085246174f6948a78a742f52a7f5c6ba82e85f7003d3a4cf01e8538eeecab61dddea2792e7532b4552bd4ee2f8e36c6a82339856a587b84048faa3a8046be5fd3dd9a2657959014d7855d0e870b1a3e37|1|0.1
1005|F3|0x2074d4a7cca6616a6537431fde74cee762c5fe310c60441b49fa034c8b409b2e1f61d3833867b923458c6d8036768b04c27baeb92ff51d68baeadebf123781b08cd5da5b5bc3ff8a42c18b36b4cb4b0abd893c5538b91b10a65e36a3cee275634a5a32f0|842|14.7
1007|F3|0x5301e9d2c35870a0a5694d2f3440a71924463a1e9c16afac4ffebe77c56f074548a2b313d300e462487743de7d53e0ddd49ac62bf851c3a014588a6362e7d0d5e32655bd7c0e9e19624ea635e5244b36ed2ead4006a62b3bd2173044acb9cf5bc6440062|1009|11.7
1009|F3|0xc3bb1214a09718d33f99316b1ef6805364eadb5dd6c01beb7abead386f89049b7331b8e164a2e532f81f227b4a31998d95d6a556042ec600e337414ccb9a63092d4cfd00bf4edb4a1df23d1128683df341166085605dd8d801150646377f86feb18204db|1268|21.2
1011|F3|0x1c85c2ac1067609bcb7bd03d1a23270f2d266dd1234bc8d6f7ae295b5642c86fda743f56ab09343868076123128842fb12441119b5ddcd3805cbd593b90aaab504a56ee5cd8a18a7ffc0ebf9331099db9d644e3fe3a56d6d1f694d95c36a6f256e3cdaf4c|353|7.2
1013|F3|0x99601871f013596f1374432230c4129c9305ef8e048ab2b800b30826f720aa3f12911f97782139bd175e6717c446f971ee6f562166bf43cf01faf14475380befb703972b5dea6e6ea50c6dfab37e355590e4d569143117d06fe16adee5a5aa6757d5f11|157|2.5
1015|F3|0xfb6a9a7469c0cfd8cc1e4b6001f182c82ba26ce025a3cce957291870b83ee5354adaa8da0da4716023cac9f9c9aa74878617f19adc3efcb3ea6ef2f8652196edbe54ecda298f356758252a5c7a07ded559f1fd758e69b23634d694289d911539f7535ec25|730|11.4
1017|F3|0x1b46a8b124106410da5a30529bff38b0b8927023de60e34a89140fd67bfbb71437e160ce01aec2659ca632db703e564e115a6adbe63de106732ea6b6cb7fbef87bcc5a3567839b19bb8e3812c59f4ec8daa3f3e8a988698e72181c4f8e94fb3a994d0a992c|2814|50.7
1019|F3|0x5343475cafa933ab901d9ae24e4d552b804c80dc262c7dcebda9efd8a4a084fa258f833397769ca1a1477f3704f0c6a26b735b11ee10f3a650fb84ff09a64270da34323346d247c86e391e7224725d491bb88c84bc2c78950fdc52dcfe8e64a096837c8720|2043|37.2
1021|F3|0x31b9d463be49155100cabb0dca20d8b61e6a4de04db8e22b03a6a6844211ddb9430034eb7c9deead349e1b902c7a3a2f1b8d68f8fc617a361c284426a546d03b46b94677b342673085647645d8447616b7f944e532e5e5deb959c3f06f369258423e50f8e04|120|2.0
1023|F3^11|0x562a2228c81ebcf715ea765a25e4de048416f7b40f96a01d4324dd5ea419bad0e2c7d435a240ae55c35cdd476f400d4b808ddc974d026b3a51892441798630dee260dab7be8a071f8b8fb4d8c9d72b42ecfcf214ebbd0328324835dd3579c90fcd99f9d06d4b119f02a8722f786586ee5761d4214ae35fbd10e02f1d5961160aae543da05f06c3b72e44e09b092bd429029e1f7bcd4cbd6b87edb3532e17f13d725c3f1fd5080bd259930118d4dd0b7edbaf7809a1dd3635fd8d97e8debae8b55cce8f5e23aeac1c6f6e0f4ca470753b7d1c59697099133634c488e68ac13eea1e9c37f4d4f45128f3e3f7065a8efbe5fae1ce2dda213901177aa6c99cfdf01e178a6344d3a020c48897305d0cd8f0bf1e144ccb0c0b1aed8a763eae27ea3bc2d69286d323f20e9cf82cdd574f69c81ff731da4a22b9f8aa12556cf7f67a7556525931d07ed4ce8ab17f900bc8e8497f4de23c9ad5f0c69cfb95b3939509b84767d4fa5e8437ecb1551896c5f6086d2e5523994d15de633b349114086ddff864073569ed69edd17e189f96328a8ea336da1a67122906eba10b909bd39c5c4d2a735dbf1e303c48edee43bb92da1a2c5012e5d82f41744891b8d17692e01b2b4ef129b3dbea0857eeb1174cde4b98204506d6ae288ba5fb21695ec1caf107d608ed3ffcf57660f6f122520588f61d49579c8814f996fed0ed6eb71c76a6222e8b72141db6f503d81ea44e2bfe883d304b1352a005d80f099de1b446e6b274240240505c231a47dc7c98b9f50f27e14bcec4a27ef2042fa105f58aa8076038727ca2666674d12de39d1cb7610a80f7428f7c22e631e1c94fd93d271f6db653ce13f27bc106b483c2c48dab00dedac6fb7a4ce9555eaa94e10ae208ca8fe94223105fac7f944527695937cb71d7f91278535b2694104af794957948e4ecb8e31eb8e1dea0ea4d5460d6602e19fde02537bf62b993c180bd4b5ac0e002219e94188aa7765fb17e8cd9001c302de2abc78e2fc5159c79ce0dcd0e9b4d628e63a6d3a508a0b7e9d1d749785614483480f45731af30c483ec6e7c33fa98ed277ccf10d14bbd077018a84eddb529bcf971bd83e59ba6f7d4379a527def6aec9ac572781cb2e5cc70d5d37b6af0340e8795052a612faa211b1f82a2c037476500f8a27e0f7b6b3c05aaccc5ecd4c74030abe5c06f83d8a08c707375b19d71783a30ad4a75822ceaee98e719b2b6e636f7230c45c0cee11dfef4eb29f2456ce51f69090e9fc0d9109ce7c5f50f04f4506ee0412163b4cb74df9dc79add6e722336891688e8f3bb7dcda04bd37d347ea71a40f1a2afade819e13b792b3f12ecfbb52d5991a0de99640b7c4a6a3395b26c8a36c82f8ec14ff3ff1f886b41adb45a811d0ee8154bdb9ddf1675c33b7117531860db1e12364ceb240b438bc23334acd1e809cc97d9aa71adff2a3e88a22874d1f01159fed379c5deb8cb182e1d8a25cf1d90ed7db11780ebea451e7f933297f6781621fd63ada2ce3d41ed47b24c05dd9d26ac4081916800fecc35da4c416abdaef7a86b1138eea8e75443d4625d638|26|102.5
1025|F3|0x1e90556c692c26b0780fe19f3a687cbb208b43ee5be48e3495605171fe3e86746ff74283db24edcff6f494543cfaf630212c30db58d837a08e098aef9786ff7776faf4fb6571211753c3a6e8441b731d0104725534831bfb2e9722bfff9596839b19b9042bdb|142|4.5
1027|F3|0x367ffbb22e0b5769af3e3d883fb737c3ef60f243c4b4ad0fc52a60fb5537d0d7fd5abc6930b349eef1b748a625c17082d30db7b34ad2e3ddd65f9f1a53697852b3a28e473a4619b892b0435b0754cd616b3b3ba84f690967178e80ee32e7d42bb9c56542c00b|538|15.3
1029|F3|0x1207dc0c2126372f8c14a43c1e9779ad5a616514057a0db24b23e52bb66ddcf1863286098f00162822ad97d35e50f3a3ef72b2ee8c146a23a9624c1ad5582951d872899e7bce7c0c5d74b07c91f2bc5489d3c67e47bb7482e8a5d411a782b6dde2ca8b20eaf87|263|8.1
1031|F3|0x39153ab4280abc2f6668ceb809f703a8b4db2f83c0cdff9f030ea023e9dd25ecf38c062c2b7dc4b4be91d58fa11c11d409e3ea4cf7925c99e4ec1d57b03a79dbc81fd2a270b34087a0f210043ed0fc91528aed0ac0510abe78340814061b08ce27b0b627db6aa|72|2.0
1033|F3|0x860faa8e32513a1fdb745b8f926464c364562492b2fe0ad05c76a2870a8f041ebdfbd8ef1f4d2d9d26f3313945fe06225c5179994e68623976df977e7694ecf4167f9a74990a38473f30280af146e26fd1ae6df0d38f3febf2355ef7fc417c08ba19f3c11b92f|859|17.2
1035|F3|0x21d8082172e16d65895014586628eebabfdaed9916e6a6b78890bdd2d8e4672b9f3242a81076b5a87fc5a4a69e4d9193b9d2ffd5bd26ef44efd20985b5a112df7237f468e1343dd1fee393ee1d4962c5e24f2bacdaaefde89d873fa000a432a77cefc96ab7e69|1231|39.6
1037|F3|0x59a6181138380b38a9ff91a2851c3a6eb1ac89970cdefa46a02ac29364edce4d94e7cdabd2e7350fc197a73ae6ebc00cb1a7ec8fb6f6e0ba01fa9a0a22e104102e86cf391ba1498a2d58856b237d76c96f446f85379faba81ab7e3ba9c169f396ffc77dac2e9da|1011|24.1
1039|F3|0x271a7d3f5a2c5f6d7111e98006bdf098de53a6fad87d653e20e0c36afeb21a76943186c25c06798c98a8d32a737771bb387e3ee2f6ff0d4bb2ccee7896149c49f3eeb536a2ba6b3f9a79ae43a76fa9b06ef8783b37585d07f044d37b42d1a29bdaf8c48576b560|2598|66.0
1041|F3|0x31691b1f9536055ffcd82978a10418cf5b455314dd19eaf32a805be76f54ce0691fe459970ea4a9c82986e862570c7825446c8c84e059f70abc1a2431f13fdd360c4f1bc9e88ae6d3d2e553694ec3da3e5c70419d8e1ac4eaab2ca107f3a8868c6cd5a4a00f8166|1544|41.6
1043|F3|0x6ad271bd27e3a63b212dcf2ee9e2791af6c255aab0d841f80750a53b32e4a5c82d136cb92109543ab4a1d105739c87066ab27de0dcf9072c50a38cbb1915bf8bf680f4df22cc37bce39524fba1d01cccf82e129b427fa5ceb25d3c870b33ca38d44371c97de067d|1212|32.0
1045|F3^11|0x33ae3def0a61e911aedf546d82f2e269d9718629dc7acf020d256709041cb9f1430c77e9bcd3aad109efffba6fbb56e67f784aa1b553199e1eef215aa73f87c08c9064c293cb4b575dabf509fdf44512e8936bc37c1deb500623fb9feed9b50ea3f07783b650888d8b64967f1aca9f0b11db26188ba7c9b4693860b19ba373372196f18406f6b873847fc1576abe35447ad64f74d57407b9c4a1948566372ef6f8782531828af61f64ce39808c8febb537da16843c3fe5fba70e8fc798b4fd613a1a6e126fc2e294fcbc55ac63badff15390bda0a5bb339cdb2c2f945621388447bdb206d3764386d70d7515d11204fc1406a8a460990e7e1a83a569f3201056ee7906079bb06dc01911ae54d850959fec7bc09b275d5788a53042e603707bc98fb2be24340a70ab7812b0e62b33b00ee823bc51563f30a64792c68d204a5404cc8de0f89e8adfc6f85f31f5811d540b002a2b17c8f622ae6200860704c0ce7e944c50854eda4828ab554930dc1bba1aaf89f91a04318372d171aab30f5135e12c01adaea9deb831501557e7cf2e5bab2a88a31bc7b89a839b66f6735e5868963849b1aabf5a79180f88c093e9bfff71838c652de927efb9440a69fc10a99f8203d325562fc48bf241bfc3112533be4fa2b5b63926b61d9cf964274693299b93e44363a9b44034e75bf086d6c9101f191d559d99a5ffd4851ad1234ad1cad5a8e5dfc2fc5610f931f2890ab4a9b5ea42b49b87e1869b7007518bbc0b363f3399084466d8649acc256906887f8ae6234191649b8d06981fafe4699b9fa7e40d3251ba759c274cc98002ddf920159026cf6c17967c79976c2a84a8d2482a38fc4b00d6fa29995e293b43881a2a86b28ec7adbd6fe9c249928b9e91a1b20f80c2bd5fa9b5fec7d0cd1a5db036b8ae454c4c231bc907347943d9adeb75f8125756726f4a06c65890d94776dd353f2b34a0ddac8c0787323e19641ddacc8a48557cd71df8884a299586525dfa1ede66c6b41cfa243a37631524fb8837ea6095cc4e693fefbbc7cf3685327cf915744f0dcaa08b06bc199ca0a8ccce4d6e7f6a1ac2550e24b1cf5b17af9d69a222c83334cde0a6b8d08ce5faa43db07cd525e04b2b6a8610c7bd96b19690bb1d7b461ed389326f86bc7f90387fb0c700154f014d56e149723074adcb32a6496088273549de5ecee92748a280344c02ff1a3b8d99234cdcd637d61e00f8ce2862d9ff6b635cd2ffdcbe9155ca3aa1dcaba98fd47078a5eaf625340d3792e1acb2f84959045fc38b99a35868a8737dd3605d4bf11063ce01b7964028553ec0d62f0fcededd9dd920d05d2078ded7646937a7b2337c9cdbb2497f1128596041d3e4fb729081c75fd924b3da67a0ba99d92e51ef7648669c32a82bc445399694a0813ae01a3e0c4fd8dca3344dbf8a6f30f0191f1ca645683f6a8cc918f67b83aed9fef44ac1e05220ab5f3709b9f7932f1b2d7824cf9a1cd4eb2eb3592c5eb4ce03f3ca4b811a5eb9c4c1eb0f644f3ab2038d22964d7a26d1a1ac9ccc0c6968739e224c99f31074e37cba1119a0a4013f0eeec929ec526dcc8ec8afe4e1c9217f1288a7f4aff940f603b1d9|255|1133.7
1047|F3|0x223608f51653bd9b7606c6f3ff48ab3f4490df1b44c164b3f98c40780ad768122a60d49a6ded09269fde778c71c8c34036821bfea86d615b642f2916ed77b8f07691beb369428fd2cf88760a809c5c04979287f504bf733b872e2338a92b9ba2d0047fd0cc1aabdc|1162|29.9
1049|F3|0x2d6570dedbc79580073968bc9c06b9256fe1aa830dcd9d59a46fdcaa12e93024e1109a9bf2f24f6ce7930404c484a9b4fd27acabeee7faebc8a6c279b79c381fb2bfc9590fea602cc5f13b58e36b567ae3eae5154bb863e9dfb1f023c71bce59f3f8d7bebc60c7e8|1135|24.0
1051|F3|0xb924b73fc31b2952cdb1291a6e3d184e4ee8a30c683bfc177f867df4273b8d95713a1a20630207ad768819716e8fe3bd9dcb5ffcad79321b445d9d34dd1cd3c0cbc530cb68ab69bfc839eba8a8f7a6bac8371bf26f54c83f6a2100e1cd25bfabc83ba580a54289cf|160|2.7
