### n=5 r=1 jstart=1
META|n=5|r=1|q=2|jstart=1|window=16
N|2|3904
N|3|832
N|4|196
N|5|4
N|6|4
N|7|4
N|8|1
A|2|-3072
A|3|-9216
A|4|-3072
A|5|-46080
A|6|12288
A|7|49152
A|8|0
A|1|0
### n=8 r=3 jstart=1
META|n=8|r=3|q=8|jstart=1|window=2097152
N|0|16777216
N|1|2097152
N|2|258560
N|3|29184
N|4|4152
N|5|120
N|6|8
N|7|8
N|8|1
A|2|-229376
A|3|-1605632
A|4|2064384
A|5|-13074432
A|6|-1835008
A|7|14680064
A|8|0
A|1|0
### n=9 r=1 jstart=1
META|n=9|r=1|q=2|jstart=1|window=256
N|0|512
N|1|256
N|2|136
N|3|64
N|4|37
N|5|10
N|6|10
N|7|10
N|8|1
N|9|1
A|2|32
A|3|-32
A|4|80
A|5|-272
A|6|320
A|7|640
A|8|-1024
A|9|256
A|1|0
### n=9 r=2 jstart=1
META|n=9|r=2|q=4|jstart=1|window=65536
N|0|262144
N|1|65536
N|2|16576
N|3|4096
N|4|1153
N|5|316
N|6|100
N|7|46
N|8|19
N|9|1
A|2|3072
A|3|-3072
A|4|33024
A|5|28416
A|6|86016
A|7|344064
A|8|491520
A|9|-983040
A|1|0
### n=9 r=3 jstart=1
META|n=9|r=3|q=8|jstart=1|window=16777216
N|0|134217728
N|1|16777216
N|2|2100736
N|3|262144
N|4|30997
N|5|3592
N|6|568
N|7|190
N|8|1
N|9|1
A|2|229376
A|3|-229376
A|4|-7254016
A|5|-9261056
A|6|31195136
A|7|249561088
A|8|-381681664
A|9|117440512
A|1|0
### n=10 r=1 jstart=1
META|n=10|r=1|q=2|jstart=1|window=512
N|0|1024
N|1|512
N|2|256
N|3|136
N|4|76
N|5|46
N|6|21
N|7|1
N|8|1
N|9|1
N|10|1
A|2|0
A|3|64
A|4|128
A|5|256
A|6|-128
A|7|-1216
A|8|128
A|9|256
A|10|512
A|1|0
### n=10 r=2 jstart=1
META|n=10|r=2|q=4|jstart=1|window=262144
N|0|1048576
N|1|262144
N|2|65536
N|3|16576
N|4|3736
N|5|796
N|6|211
N|7|31
N|8|1
N|9|1
N|10|1
A|2|0
A|3|12288
A|4|-104448
A|5|-141312
A|6|49152
A|7|-356352
A|8|-442368
A|9|196608
A|10|786432
A|1|0
### n=11 r=1 jstart=1
META|n=11|r=1|q=2|jstart=1|window=1024
N|0|2048
N|1|1024
N|2|496
N|3|232
N|4|100
N|5|45
N|6|23
N|7|12
N|8|12
N|9|1
N|10|1
N|11|1
A|2|-64
A|3|-128
A|4|-256
A|5|-160
A|6|32
A|7|64
A|8|1536
A|9|-2560
A|10|512
A|11|1024
A|1|0
### n=11 r=2 jstart=1
META|n=11|r=2|q=4|jstart=1|window=1048576
N|0|4194304
N|1|1048576
N|2|262912
N|3|66496
N|4|16864
N|5|4621
N|6|1189
N|7|232
N|8|166
N|9|67
N|10|1
N|11|1
A|2|12288
A|3|49152
A|4|61440
A|5|414720
A|6|138240
A|7|-1069056
A|8|7077888
A|9|6684672
A|10|-16515072
A|11|3145728
A|1|0
### n=7 r=1 jstart=2
META|n=7|r=1|q=2|jstart=2|window=32
N|0|128
N|1|64
N|2|36
N|3|22
N|4|8
N|5|8
N|6|1
N|7|1
A|3|32
A|4|-48
A|5|128
A|6|-192
A|7|64
### n=7 r=2 jstart=2
META|n=7|r=2|q=4|jstart=2|window=1024
N|0|16384
N|1|4096
N|2|1072
N|3|316
N|4|64
N|5|22
N|6|1
N|7|1
A|3|3072
A|4|-3840
A|5|6144
A|6|-18432
A|7|12288
### n=7 r=3 jstart=2
META|n=7|r=3|q=8|jstart=2|window=32768
N|0|2097152
N|1|262144
N|2|33216
N|3|4600
N|4|680
N|5|92
N|6|43
N|7|1
A|3|229376
A|4|430080
A|5|229376
A|6|8257536
A|7|-9175040
### n=7 r=4 jstart=2
META|n=7|r=4|q=16|jstart=2|window=1048576
N|0|268435456
N|1|16777216
N|2|1052416
N|3|69616
N|4|4096
N|5|526
N|6|1
N|7|1
A|3|15728640
A|4|-16711680
A|5|283115520
A|6|-534773760
A|7|251658240
### n=7 r=5 jstart=2
META|n=7|r=5|q=32|jstart=2|window=33554432
N|0|34359738368
N|1|1073741824
N|2|33586176
N|3|1081312
N|4|32768
N|5|2388
N|6|1
N|7|1
A|3|1040187392
A|4|-1072693248
A|5|45768245248
A|6|-79054241792
A|7|33285996544
### n=7 r=6 jstart=2
META|n=7|r=6|q=64|jstart=2|window=1073741824
N|0|4398046511104
N|1|68719476736
N|2|1073999872
N|3|17039296
N|4|274240
N|5|8758
N|6|379
N|7|1
A|3|67645734912
A|4|134234505216
A|5|4802847178752
A|6|16640850788352
A|7|-21646635171840
### n=9 r=1 jstart=3
META|n=9|r=1|q=2|jstart=3|window=64
N|0|512
N|1|256
N|3|64
N|4|37
N|5|10
N|6|10
N|7|10
N|8|1
N|9|1
A|4|80
A|5|-272
A|6|320
A|7|640
A|8|-1024
A|9|256
### n=9 r=2 jstart=3
META|n=9|r=2|q=4|jstart=3|window=4096
N|0|262144
N|1|65536
N|3|4096
N|4|1153
N|5|316
N|6|100
N|7|46
N|8|19
N|9|1
A|4|33024
A|5|28416
A|6|86016
A|7|344064
A|8|491520
A|9|-983040
### n=9 r=3 jstart=3
META|n=9|r=3|q=8|jstart=3|window=262144
N|0|134217728
N|1|16777216
N|3|262144
N|4|30997
N|5|3592
N|6|568
N|7|190
N|8|1
N|9|1
A|4|-7254016
A|5|-9261056
A|6|31195136
A|7|249561088
A|8|-381681664
A|9|117440512
### n=9 r=4 jstart=3
META|n=9|r=4|q=16|jstart=3|window=16777216
N|0|68719476736
N|1|4294967296
N|3|16777216
N|4|1044721
N|5|69616
N|6|4816
N|7|766
N|8|91
N|9|1
A|4|-252641280
A|5|4530831360
A|6|7801405440
A|7|124822487040
A|8|185220464640
A|9|-322122547200
### n=9 r=5 jstart=3
META|n=9|r=5|q=32|jstart=3|window=1073741824
N|0|35184372088832
N|1|1099511627776
N|3|1073741824
N|4|33525757
N|5|1015840
N|6|33760
N|7|3070
N|8|1
N|9|1
A|4|-30067916800
A|5|-1068369969152
A|6|2163589775360
A|7|69234872811520
A|8|-104384885161984
A|9|34084860461056
### n=11 r=1 jstart=4
META|n=11|r=1|q=2|jstart=4|window=128
N|0|2048
N|1|1024
N|4|100
N|5|45
N|6|23
N|7|12
N|8|12
N|9|1
N|10|1
N|11|1
A|5|-160
A|6|32
A|7|64
A|8|1536
A|9|-2560
A|10|512
A|11|1024
### n=11 r=2 jstart=4
META|n=11|r=2|q=4|jstart=4|window=16384
N|0|4194304
N|1|1048576
N|4|16864
N|5|4621
N|6|1189
N|7|232
N|8|166
N|9|67
N|10|1
N|11|1
A|5|414720
A|6|138240
A|7|-1069056
A|8|7077888
A|9|6684672
A|10|-16515072
A|11|3145728
### n=11 r=3 jstart=4
META|n=11|r=3|q=8|jstart=4|window=2097152
N|0|8589934592
N|1|1073741824
N|4|2090320
N|5|251175
N|6|31109
N|7|3312
N|8|309
N|9|1
N|10|1
N|11|1
A|5|-331448320
A|6|-75464704
A|7|-1209270272
A|8|-1761607680
A|9|-5049942016
A|10|939524096
A|11|7516192768
### n=11 r=4 jstart=4
META|n=11|r=4|q=16|jstart=4|window=268435456
N|0|17592186044416
N|1|1099511627776
N|4|268512256
N|5|16882801
N|6|1063921
N|7|71776
N|8|4126
N|9|991
N|10|1
N|11|1
A|5|105680732160
A|6|146732482560
A|7|1417590865920
A|8|-1546188226560
A|9|50379966382080
A|10|-67001489817600
A|11|16492674416640
### n=13 r=1 jstart=5
META|n=13|r=1|q=2|jstart=5|window=256
N|0|8192
N|1|4096
N|5|222
N|6|79
N|7|40
N|8|14
N|9|1
N|10|1
N|11|1
N|12|1
N|13|1
A|6|-2048
A|7|64
A|8|-1536
A|9|-3072
A|10|512
A|11|1024
A|12|2048
A|13|4096
### n=13 r=2 jstart=5
META|n=13|r=2|q=4|jstart=5|window=65536
N|0|67108864
N|1|16777216
N|5|67276
N|6|16381
N|7|4564
N|8|898
N|9|157
N|10|1
N|11|1
N|12|1
N|13|1
A|6|-1794048
A|7|7680000
A|8|-15925248
A|9|-17694720
A|10|-40108032
A|11|3145728
A|12|12582912
A|13|50331648
### n=13 r=3 jstart=5
META|n=13|r=3|q=8|jstart=5|window=16777216
N|0|549755813888
N|1|68719476736
N|5|16703688
N|6|2099917
N|7|257986
N|8|32579
N|9|4096
N|10|547
N|11|1
N|12|1
N|13|1
A|6|3134193664
A|7|-9444786176
A|8|5549064192
A|9|3170893824
A|10|37580963840
A|11|-578746843136
A|12|60129542144
A|13|481036337152
### n=8 r=1 jstart=2
META|n=8|r=1|q=2|jstart=2|window=64
N|0|256
N|1|128
N|2|56
N|3|24
N|4|6
N|5|6
N|6|2
N|7|2
N|8|1
A|3|-32
A|4|-96
A|5|96
A|6|-64
A|7|128
A|8|0
### n=8 r=2 jstart=2
META|n=8|r=2|q=4|jstart=2|window=4096
N|0|65536
N|1|16384
N|2|3904
N|3|832
N|4|196
N|5|4
N|6|4
N|7|4
N|8|1
A|3|-9216
A|4|-3072
A|5|-46080
A|6|12288
A|7|49152
A|8|0
### n=8 r=3 jstart=2
META|n=8|r=3|q=8|jstart=2|window=262144
N|0|16777216
N|1|2097152
N|2|258560
N|3|29184
N|4|4152
N|5|120
N|6|8
N|7|8
N|8|1
A|3|-1605632
A|4|2064384
A|5|-13074432
A|6|-1835008
A|7|14680064
A|8|0
### n=8 r=4 jstart=2
META|n=8|r=4|q=16|jstart=2|window=16777216
N|0|4294967296
N|1|268435456
N|2|16715776
N|3|987136
N|4|69136
N|5|16
N|6|16
N|7|16
N|8|1
A|3|-235929600
A|4|487587840
A|5|-4514119680
A|6|251658240
A|7|4026531840
A|8|0
### n=8 r=5 jstart=2
META|n=8|r=5|q=32|jstart=2|window=1073741824
N|0|1099511627776
N|1|34359738368
N|2|1072726016
N|3|32538624
N|4|1073376
N|5|2016
N|6|32
N|7|32
N|8|1
A|3|-32245809152
A|4|59290681344
A|5|-1057870577664
A|6|-33285996544
A|7|1065151889408
A|8|0
### n=10 r=1 jstart=3
META|n=10|r=1|q=2|jstart=3|window=128
N|0|1024
N|1|512
N|3|136
N|4|76
N|5|46
N|6|21
N|7|1
N|8|1
N|9|1
N|10|1
A|4|128
A|5|256
A|6|-128
A|7|-1216
A|8|128
A|9|256
A|10|512
### n=10 r=2 jstart=3
META|n=10|r=2|q=4|jstart=3|window=16384
N|0|1048576
N|1|262144
N|3|16576
N|4|3736
N|5|796
N|6|211
N|7|31
N|8|1
N|9|1
N|10|1
A|4|-104448
A|5|-141312
A|6|49152
A|7|-356352
A|8|-442368
A|9|196608
A|10|786432
### n=10 r=3 jstart=3
META|n=10|r=3|q=8|jstart=3|window=2097152
N|0|1073741824
N|1|134217728
N|3|2100736
N|4|257776
N|5|33496
N|6|4551
N|7|421
N|8|1
N|9|1
N|10|1
A|4|-19726336
A|5|41746432
A|6|95420416
A|7|-310116352
A|8|-866123776
A|9|117440512
A|10|939524096
### n=10 r=4 jstart=3
META|n=10|r=4|q=16|jstart=3|window=268435456
N|0|1099511627776
N|1|68719476736
N|3|268496896
N|4|16854496
N|5|1041136
N|6|61711
N|7|4111
N|8|61
N|9|61
N|10|1
A|4|4812963840
A|5|-12866027520
A|6|-56371445760
A|7|68199383040
A|8|-841545154560
A|9|3929895075840
A|10|-3092376453120
### n=12 r=1 jstart=4
META|n=12|r=1|q=2|jstart=4|window=256
N|0|4096
N|1|2048
N|4|280
N|5|160
N|6|82
N|7|34
N|8|19
N|9|7
N|10|1
N|11|1
N|12|1
A|5|640
A|6|128
A|7|-896
A|8|512
A|9|-1280
A|10|-2560
A|11|1024
A|12|2048
### n=12 r=2 jstart=4
META|n=12|r=2|q=4|jstart=4|window=65536
N|0|16777216
N|1|4194304
N|4|64576
N|5|15616
N|6|3940
N|7|916
N|8|151
N|9|7
N|10|7
N|11|7
N|12|1
A|5|-540672
A|6|147456
A|7|-1130496
A|8|-5111808
A|9|-8060928
A|10|5505024
A|11|22020096
A|12|-12582912
### n=12 r=3 jstart=4
META|n=12|r=3|q=8|jstart=4|window=16777216
N|0|68719476736
N|1|8589934592
N|4|16809472
N|5|2132992
N|6|266680
N|7|34840
N|8|4663
N|9|631
N|10|1
N|11|1
N|12|1
A|5|1042284544
A|6|14680064
A|7|3156213760
A|8|5167382528
A|9|6459228160
A|10|-83617644544
A|11|7516192768
A|12|60129542144
DONE
### n=7 r=1 jstart=3
META|n=7|r=1|q=2|jstart=3|window=16
N|0|128
N|1|64
N|3|22
N|4|8
N|5|8
N|6|1
N|7|1
A|4|-48
A|5|128
A|6|-192
A|7|64
#done n=7 r=1 js=3 t=1787419807
### n=7 r=2 jstart=3
META|n=7|r=2|q=4|jstart=3|window=256
N|0|16384
N|1|4096
N|3|316
N|4|64
N|5|22
N|6|1
N|7|1
A|4|-3840
A|5|6144
A|6|-18432
A|7|12288
#done n=7 r=2 js=3 t=1787419807
### n=7 r=3 jstart=3
META|n=7|r=3|q=8|jstart=3|window=4096
N|0|2097152
N|1|262144
N|3|4600
N|4|680
N|5|92
N|6|43
N|7|1
A|4|430080
A|5|229376
A|6|8257536
A|7|-9175040
#done n=7 r=3 js=3 t=1787419807
### n=7 r=4 jstart=3
META|n=7|r=4|q=16|jstart=3|window=65536
N|0|268435456
N|1|16777216
N|3|69616
N|4|4096
N|5|526
N|6|1
N|7|1
A|4|-16711680
A|5|283115520
A|6|-534773760
A|7|251658240
#done n=7 r=4 js=3 t=1787419807
### n=7 r=5 jstart=3
META|n=7|r=5|q=32|jstart=3|window=1048576
N|0|34359738368
N|1|1073741824
N|3|1081312
N|4|32768
N|5|2388
N|6|1
N|7|1
A|4|-1072693248
A|5|45768245248
A|6|-79054241792
A|7|33285996544
#done n=7 r=5 js=3 t=1787419807
### n=7 r=6 jstart=3
META|n=7|r=6|q=64|jstart=3|window=16777216
N|0|4398046511104
N|1|68719476736
N|3|17039296
N|4|274240
N|5|8758
N|6|379
N|7|1
A|4|134234505216
A|5|4802847178752
A|6|16640850788352
A|7|-21646635171840
#done n=7 r=6 js=3 t=1787419808
### n=7 r=7 jstart=3
META|n=7|r=7|q=128|jstart=3|window=268435456
N|0|562949953421312
N|1|4398046511104
N|3|270532480
N|4|2097152
N|5|31116
N|6|1
N|7|1
A|4|-4397778075648
A|5|506187665637376
A|6|-1064739572547584
A|7|558551906910208
#done n=7 r=7 js=3 t=1787419817
### n=7 r=8 jstart=3
META|n=7|r=8|q=256|jstart=3|window=4294967296
N|0|72057594037927936
N|1|281474976710656
N|3|4311744256
N|4|16777216
N|5|123166
N|6|1
N|7|1
A|4|-281470681743360
A|5|63364855108730880
A|6|-135140974169948160
A|7|71776119061217280
#done n=7 r=8 js=3 t=1787419980
### n=13 r=1 jstart=5
META|n=13|r=1|q=2|jstart=5|window=256
N|0|8192
N|1|4096
N|5|222
N|6|79
N|7|40
N|8|14
N|9|1
N|10|1
N|11|1
N|12|1
N|13|1
A|6|-2048
A|7|64
A|8|-1536
A|9|-3072
A|10|512
A|11|1024
A|12|2048
A|13|4096
#done n=13 r=1 js=5 t=1787419980
### n=13 r=2 jstart=5
META|n=13|r=2|q=4|jstart=5|window=65536
N|0|67108864
N|1|16777216
N|5|67276
N|6|16381
N|7|4564
N|8|898
N|9|157
N|10|1
N|11|1
N|12|1
N|13|1
A|6|-1794048
A|7|7680000
A|8|-15925248
A|9|-17694720
A|10|-40108032
A|11|3145728
A|12|12582912
A|13|50331648
#done n=13 r=2 js=5 t=1787419980
### n=13 r=3 jstart=5
META|n=13|r=3|q=8|jstart=5|window=16777216
N|0|549755813888
N|1|68719476736
N|5|16703688
N|6|2099917
N|7|257986
N|8|32579
N|9|4096
N|10|547
N|11|1
N|12|1
N|13|1
A|6|3134193664
A|7|-9444786176
A|8|5549064192
A|9|3170893824
A|10|37580963840
A|11|-578746843136
A|12|60129542144
A|13|481036337152
#done n=13 r=3 js=5 t=1787419981
### n=13 r=4 jstart=5
META|n=13|r=4|q=16|jstart=5|window=4294967296
N|0|4503599627370496
N|1|281474976710656
N|5|4295935216
N|6|268170241
N|7|16827136
N|8|1082446
N|9|63961
N|10|3901
N|11|781
N|12|1
N|13|1
A|6|-5464507023360
A|7|17849867304960
A|8|132070244352000
A|9|-253703718174720
A|10|-106171591557120
A|11|9450302440734720
A|12|-13458022323978240
A|13|4222124650659840
### n=9 r=1 jstart=3
META|n=9|r=1|q=2|jstart=3|window=64
N|0|512
N|1|256
N|3|64
N|4|37
N|5|10
N|6|10
N|7|10
N|8|1
N|9|1
A|4|80
A|5|-272
A|6|320
A|7|640
A|8|-1024
A|9|256
#done n=9 r=1 js=3 t=1787420308
### n=9 r=2 jstart=3
META|n=9|r=2|q=4|jstart=3|window=4096
N|0|262144
N|1|65536
N|3|4096
N|4|1153
N|5|316
N|6|100
N|7|46
N|8|19
N|9|1
A|4|33024
A|5|28416
A|6|86016
A|7|344064
A|8|491520
A|9|-983040
#done n=9 r=2 js=3 t=1787420308
### n=9 r=3 jstart=3
META|n=9|r=3|q=8|jstart=3|window=262144
N|0|134217728
N|1|16777216
N|3|262144
N|4|30997
N|5|3592
N|6|568
N|7|190
N|8|1
N|9|1
A|4|-7254016
A|5|-9261056
A|6|31195136
A|7|249561088
A|8|-381681664
A|9|117440512
#done n=9 r=3 js=3 t=1787420309
### n=9 r=4 jstart=3
META|n=9|r=4|q=16|jstart=3|window=16777216
N|0|68719476736
N|1|4294967296
N|3|16777216
N|4|1044721
N|5|69616
N|6|4816
N|7|766
N|8|91
N|9|1
A|4|-252641280
A|5|4530831360
A|6|7801405440
A|7|124822487040
A|8|185220464640
A|9|-322122547200
#done n=9 r=4 js=3 t=1787420309
### n=9 r=5 jstart=3
META|n=9|r=5|q=32|jstart=3|window=1073741824
N|0|35184372088832
N|1|1099511627776
N|3|1073741824
N|4|33525757
N|5|1015840
N|6|33760
N|7|3070
N|8|1
N|9|1
A|4|-30067916800
A|5|-1068369969152
A|6|2163589775360
A|7|69234872811520
A|8|-104384885161984
A|9|34084860461056
#done n=9 r=5 js=3 t=1787420357
### n=11 r=1 jstart=4
META|n=11|r=1|q=2|jstart=4|window=128
N|0|2048
N|1|1024
N|4|100
N|5|45
N|6|23
N|7|12
N|8|12
N|9|1
N|10|1
N|11|1
A|5|-160
A|6|32
A|7|64
A|8|1536
A|9|-2560
A|10|512
A|11|1024
#done n=11 r=1 js=4 t=1787420357
### n=11 r=2 jstart=4
META|n=11|r=2|q=4|jstart=4|window=16384
N|0|4194304
N|1|1048576
N|4|16864
N|5|4621
N|6|1189
N|7|232
N|8|166
N|9|67
N|10|1
N|11|1
A|5|414720
A|6|138240
A|7|-1069056
A|8|7077888
A|9|6684672
A|10|-16515072
A|11|3145728
#done n=11 r=2 js=4 t=1787420357
### n=11 r=3 jstart=4
META|n=11|r=3|q=8|jstart=4|window=2097152
N|0|8589934592
N|1|1073741824
N|4|2090320
N|5|251175
N|6|31109
N|7|3312
N|8|309
N|9|1
N|10|1
N|11|1
A|5|-331448320
A|6|-75464704
A|7|-1209270272
A|8|-1761607680
A|9|-5049942016
A|10|939524096
A|11|7516192768
#done n=11 r=3 js=4 t=1787420357
### n=11 r=4 jstart=4
META|n=11|r=4|q=16|jstart=4|window=268435456
N|0|17592186044416
N|1|1099511627776
N|4|268512256
N|5|16882801
N|6|1063921
N|7|71776
N|8|4126
N|9|991
N|10|1
N|11|1
A|5|105680732160
A|6|146732482560
A|7|1417590865920
A|8|-1546188226560
A|9|50379966382080
A|10|-67001489817600
A|11|16492674416640
#done n=11 r=4 js=4 t=1787420372
### n=8 r=1 jstart=2
META|n=8|r=1|q=2|jstart=2|window=64
N|0|256
N|1|128
N|2|56
N|3|24
N|4|6
N|5|6
N|6|2
N|7|2
N|8|1
A|3|-32
A|4|-96
A|5|96
A|6|-64
A|7|128
A|8|0
#done n=8 r=1 js=2 t=1787420372
### n=8 r=2 jstart=2
META|n=8|r=2|q=4|jstart=2|window=4096
N|0|65536
N|1|16384
N|2|3904
N|3|832
N|4|196
N|5|4
N|6|4
N|7|4
N|8|1
A|3|-9216
A|4|-3072
A|5|-46080
A|6|12288
A|7|49152
A|8|0
#done n=8 r=2 js=2 t=1787420372
### n=8 r=3 jstart=2
META|n=8|r=3|q=8|jstart=2|window=262144
N|0|16777216
N|1|2097152
N|2|258560
N|3|29184
N|4|4152
N|5|120
N|6|8
N|7|8
N|8|1
A|3|-1605632
A|4|2064384
A|5|-13074432
A|6|-1835008
A|7|14680064
A|8|0
#done n=8 r=3 js=2 t=1787420372
### n=8 r=4 jstart=2
META|n=8|r=4|q=16|jstart=2|window=16777216
N|0|4294967296
N|1|268435456
N|2|16715776
N|3|987136
N|4|69136
N|5|16
N|6|16
N|7|16
N|8|1
A|3|-235929600
A|4|487587840
A|5|-4514119680
A|6|251658240
A|7|4026531840
A|8|0
#done n=8 r=4 js=2 t=1787420373
### n=8 r=5 jstart=2
META|n=8|r=5|q=32|jstart=2|window=1073741824
N|0|1099511627776
N|1|34359738368
N|2|1072726016
N|3|32538624
N|4|1073376
N|5|2016
N|6|32
N|7|32
N|8|1
A|3|-32245809152
A|4|59290681344
A|5|-1057870577664
A|6|-33285996544
A|7|1065151889408
A|8|0
#done n=8 r=5 js=2 t=1787420415
### n=9 r=1 jstart=2
META|n=9|r=1|q=2|jstart=2|window=128
N|0|512
N|1|256
N|2|136
N|3|64
N|4|37
N|5|10
N|6|10
N|7|10
N|8|1
N|9|1
A|3|-32
A|4|80
A|5|-272
A|6|320
A|7|640
A|8|-1024
A|9|256
#done n=9 r=1 js=2 t=1787420416
### n=9 r=2 jstart=2
META|n=9|r=2|q=4|jstart=2|window=16384
N|0|262144
N|1|65536
N|2|16576
N|3|4096
N|4|1153
N|5|316
N|6|100
N|7|46
N|8|19
N|9|1
A|3|-3072
A|4|33024
A|5|28416
A|6|86016
A|7|344064
A|8|491520
A|9|-983040
#done n=9 r=2 js=2 t=1787420416
### n=9 r=3 jstart=2
META|n=9|r=3|q=8|jstart=2|window=2097152
N|0|134217728
N|1|16777216
N|2|2100736
N|3|262144
N|4|30997
N|5|3592
N|6|568
N|7|190
N|8|1
N|9|1
A|3|-229376
A|4|-7254016
A|5|-9261056
A|6|31195136
A|7|249561088
A|8|-381681664
A|9|117440512
#done n=9 r=3 js=2 t=1787420416
### n=9 r=4 jstart=2
META|n=9|r=4|q=16|jstart=2|window=268435456
N|0|68719476736
N|1|4294967296
N|2|268496896
N|3|16777216
N|4|1044721
N|5|69616
N|6|4816
N|7|766
N|8|91
N|9|1
A|3|-15728640
A|4|-252641280
A|5|4530831360
A|6|7801405440
A|7|124822487040
A|8|185220464640
A|9|-322122547200
#done n=9 r=4 js=2 t=1787420426
### n=10 r=1 jstart=3
META|n=10|r=1|q=2|jstart=3|window=128
N|0|1024
N|1|512
N|3|136
N|4|76
N|5|46
N|6|21
N|7|1
N|8|1
N|9|1
N|10|1
A|4|128
A|5|256
A|6|-128
A|7|-1216
A|8|128
A|9|256
A|10|512
#done n=10 r=1 js=3 t=1787420426
### n=10 r=2 jstart=3
META|n=10|r=2|q=4|jstart=3|window=16384
N|0|1048576
N|1|262144
N|3|16576
N|4|3736
N|5|796
N|6|211
N|7|31
N|8|1
N|9|1
N|10|1
